id,A1,A2,A3,A4,A5,C1,C2,C3,C4,C5,E1,E2,E3,E4,E5,N1,N2,N3,N4,N5,O1,O2,O3,O4,O5,gender,age
607,608,4,2.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,1,40
608,609,5,3.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2,40
609,610,3,2.0,3.0,2.0,3.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,3.0,5.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,2,55
610,611,3,2.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,4.0,5.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,1.0,3.0,2.0,2,55
611,612,4,3.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,2,54
612,613,5,4.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,5.0,4.0,5.0,2.0,4.0,4.0,5.0,3.0,2.0,3.0,2.0,3.0,2,53
613,614,3,4.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,1.0,3.0,3.0,1.0,4.0,3.0,4.0,2.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,1,20
614,615,5,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,5.0,5.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,1,52
615,616,5,2.0,2.0,2.0,4.0,5.0,2.0,3.0,4.0,4.0,2.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,2,25
616,617,4,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,1.0,2.0,2.0,4.0,3.0,1.0,1,46
617,618,4,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,2.0,4.0,3.0,4.0,3.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,1,19
618,619,4,2.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,4.0,3.0,2.0,4.0,2.0,3.0,1,38
619,620,5,4.0,2.0,3.0,4.0,3.0,2.0,1.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2,27
620,621,5,4.0,3.0,3.0,5.0,4.0,4.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,2,27
621,622,4,1.0,3.0,2.0,3.0,1.0,3.0,4.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,4.0,5.0,2.0,4.0,1.0,2.0,2.0,4.0,2.0,2.0,1,34
622,623,5,4.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,2,21
623,624,5,3.0,3.0,4.0,4.0,2.0,2.0,1.0,3.0,4.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,4.0,3.0,4.0,4.0,2.0,2,29
624,625,4,2.0,4.0,1.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,4.0,3.0,2.0,1.0,3.0,3.0,1.0,2.0,4.0,3.0,3.0,4.0,2,27
625,626,5,3.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,2.0,4.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,2,41
626,627,3,2.0,3.0,4.0,3.0,5.0,4.0,5.0,4.0,3.0,5.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,2.0,4.0,2,52
627,628,3,2.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,1.0,4.0,4.0,2.0,3.0,5.0,5.0,2.0,3.0,2.0,4.0,2,30
628,629,3,5.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,2.0,2.0,2,50
629,630,4,4.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,3.0,4.0,2.0,5.0,4.0,3.0,4.0,4.0,3.0,5.0,3.0,3.0,4.0,2.0,3.0,4.0,2,43
630,631,3,3.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,5.0,4.0,3.0,4.0,5.0,2.0,4.0,5.0,3.0,4.0,2,32
631,632,5,3.0,2.0,2.0,3.0,4.0,3.0,1.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,1,19
632,633,3,3.0,3.0,3.0,5.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,1.0,4.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,2,22
633,634,3,3.0,3.0,3.0,5.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,2,21
634,635,4,1.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,1.0,2.0,3.0,4.0,4.0,5.0,3.0,3.0,2.0,4.0,2.0,2.0,3.0,1,50
635,636,5,2.0,2.0,1.0,4.0,4.0,3.0,3.0,1.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0,2.0,1.0,3.0,4.0,5.0,3.0,1.0,5.0,3.0,2,27
636,637,3,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,2,48
637,638,5,3.0,4.0,5.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0,3.0,1.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,2,12
638,639,3,2.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,4.0,4.0,2.0,3.0,2.0,5.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,2,43
639,640,5,5.0,4.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,1,37
640,641,3,5.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,2,18
641,642,4,2.0,5.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,1.0,3.0,5.0,4.0,5.0,3.0,2,18
642,643,3,4.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,2,24
643,644,3,3.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,2.0,4.0,3.0,3.0,3.0,5.0,5.0,2.0,5.0,3.0,4.0,3.0,3.0,2.0,4.0,2,23
644,645,4,3.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,2,20
645,646,5,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,2,32
646,647,5,4.0,3.0,3.0,4.0,2.0,2.0,3.0,4.0,3.0,1.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,1,37
647,648,5,4.0,4.0,4.0,3.0,2.0,3.0,2.0,2.0,4.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0,3.0,1,19
648,649,4,2.0,3.0,3.0,1.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,4.0,4.0,2.0,4.0,3.0,2,29
649,650,3,2.0,4.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,3.0,2.0,3.0,1.0,5.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,2,20
650,651,3,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,4.0,2.0,2,26
651,652,5,1.0,3.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,4.0,4.0,4.0,3.0,1.0,2,33
652,653,5,3.0,4.0,3.0,4.0,5.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,2,38
653,654,4,5.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,5.0,5.0,4.0,3.0,3.0,1.0,1.0,2.0,1,26
654,655,4,3.0,5.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,2.0,4.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,2,30
655,656,3,1.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,1,36
656,657,3,3.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,4.0,5.0,3.0,4.0,4.0,2,41
657,658,3,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,2,34
658,659,4,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2,35
659,660,3,3.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,1.0,2.0,2,40
660,661,4,4.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,4.0,3.0,3.0,2.0,2,33
661,662,3,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0,3.0,2,28
662,663,5,3.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,2,29
663,664,4,5.0,2.0,3.0,4.0,2.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,5.0,4.0,4.0,3.0,2,17
664,665,5,2.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,2,50
665,666,5,3.0,2.0,3.0,2.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,5.0,4.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,1,20
666,667,3,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0,4.0,1.0,3.0,2,19
667,668,4,3.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2,25
668,669,4,3.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,2,31
669,670,5,2.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,5.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2,32
670,671,5,4.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,5.0,4.0,2.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,2,32
671,672,3,2.0,4.0,2.0,4.0,1.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,5.0,3.0,2.0,2.0,3.0,2.0,3.0,5.0,4.0,1.0,4.0,2,19
672,673,4,3.0,4.0,3.0,4.0,1.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,2,22
673,674,5,4.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,1.0,3.0,2.0,4.0,2.0,2,23
674,675,3,2.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,2,18
675,676,4,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,5.0,2,19
676,677,5,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,2.0,5.0,4.0,5.0,5.0,3.0,3.0,2,24
677,678,4,1.0,1.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,5.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2,30
678,679,3,3.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2,33
679,680,3,4.0,2.0,4.0,5.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,5.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,1,51
680,681,4,3.0,4.0,4.0,3.0,4.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2,44
681,682,4,2.0,3.0,4.0,5.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,5.0,4.0,5.0,4.0,2,23
682,683,4,4.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,1,22
683,684,4,3.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,2.0,4.0,2,26
684,685,4,3.0,5.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,2.0,4.0,4.0,5.0,4.0,5.0,4.0,2.0,5.0,3.0,2.0,3.0,2,24
685,686,3,2.0,1.0,2.0,1.0,3.0,5.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,5.0,1.0,2.0,3.0,4.0,3.0,4.0,3.0,2,52
686,687,5,4.0,5.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,2.0,2,43
687,688,4,4.0,3.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,1.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,2.0,2.0,1,25
688,689,5,2.0,1.0,3.0,1.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,1.0,3.0,2.0,2.0,2,26
689,690,3,4.0,3.0,2.0,3.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,1.0,1.0,3.0,4.0,4.0,3.0,2.0,4.0,2,26
690,691,4,4.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,2,25
691,692,4,3.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,2,26
692,693,5,5.0,4.0,3.0,5.0,5.0,3.0,4.0,3.0,5.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,1.0,2,41
693,694,4,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,5.0,3.0,5.0,3.0,3.0,4.0,1.0,3.0,2.0,2,21
694,695,4,3.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,1.0,3.0,3.0,5.0,4.0,3.0,4.0,3.0,2,23
695,696,5,2.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,5.0,4.0,5.0,1,34
696,697,5,3.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,1.0,2.0,1.0,2.0,2.0,2,41
697,698,3,3.0,2.0,3.0,4.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,5.0,3.0,4.0,5.0,4.0,2.0,3.0,2.0,3.0,2.0,2,23
698,699,5,4.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,5.0,5.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,5.0,4.0,1,24
699,700,5,2.0,3.0,3.0,3.0,2.0,1.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2,45
700,701,3,3.0,3.0,4.0,2.0,5.0,4.0,4.0,3.0,5.0,4.0,3.0,2.0,3.0,5.0,5.0,3.0,3.0,5.0,4.0,4.0,4.0,1.0,4.0,3.0,2,43
701,702,5,4.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,2,15
702,703,3,2.0,2.0,2.0,3.0,5.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,2,15
703,704,4,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,1,16
704,705,4,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,5.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,1,16
705,706,3,3.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,5.0,4.0,2.0,5.0,2.0,2.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,1,15
706,707,4,4.0,3.0,4.0,3.0,3.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,5.0,3.0,2.0,2.0,3.0,3.0,1,16
707,708,5,4.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,2,27
708,709,3,2.0,1.0,2.0,1.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,2,37
709,710,3,3.0,2.0,1.0,2.0,4.0,2.0,5.0,5.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,5.0,4.0,3.0,5.0,4.0,3.0,5.0,5.0,5.0,2,25
710,711,3,3.0,4.0,3.0,3.0,3.0,5.0,3.0,5.0,4.0,2.0,4.0,4.0,5.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2,16
711,712,3,3.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,2,21
712,713,4,1.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,1.0,2.0,5.0,4.0,4.0,3.0,5.0,5.0,3.0,5.0,4.0,4.0,1,16
713,714,3,3.0,3.0,3.0,4.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,1,16
714,715,3,2.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,5.0,2.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,3.0,1,27
715,716,4,3.0,3.0,3.0,1.0,1.0,2.0,1.0,4.0,2.0,3.0,3.0,1.0,2.0,5.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,5.0,4.0,2,27
716,717,3,3.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,1.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,4.0,4.0,2.0,1.0,1.0,4.0,1,30
717,718,4,1.0,3.0,1.0,3.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,1,23
718,719,4,1.0,3.0,3.0,2.0,3.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,1.0,4.0,1.0,3.0,3.0,4.0,3.0,4.0,1,41
719,720,5,2.0,4.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,1.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,4.0,1.0,2,26
720,721,5,3.0,3.0,1.0,3.0,4.0,3.0,2.0,5.0,3.0,5.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,2,17
721,722,3,3.0,1.0,2.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,1.0,2.0,3.0,4.0,4.0,1.0,5.0,3.0,2.0,3.0,3.0,4.0,4.0,2,35
722,723,5,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,5.0,4.0,3.0,5.0,2.0,1.0,1.0,1.0,3.0,1,18
723,724,4,4.0,3.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,4.0,2.0,2.0,5.0,1.0,4.0,5.0,4.0,3.0,4.0,2.0,1.0,3.0,3.0,1.0,1,19
724,725,3,2.0,4.0,3.0,1.0,3.0,1.0,4.0,3.0,4.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1,42
725,726,4,3.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,2,19
726,727,4,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,2.0,2,35
727,728,3,2.0,3.0,4.0,4.0,4.0,5.0,4.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2,52
728,729,5,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,5.0,1,19
729,730,5,3.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0,5.0,4.0,5.0,3.0,3.0,1.0,3.0,2,41
730,731,4,4.0,4.0,2.0,4.0,4.0,5.0,4.0,3.0,4.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,1.0,4.0,3.0,2,23
731,732,4,5.0,3.0,4.0,4.0,1.0,1.0,3.0,2.0,3.0,2.0,3.0,4.0,2.0,3.0,1.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,2,42
732,733,3,4.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,1,19
733,734,3,1.0,3.0,2.0,2.0,2.0,4.0,3.0,5.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,5.0,5.0,1.0,2.0,1.0,3.0,1.0,2,45
734,735,4,4.0,3.0,3.0,1.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,2,44
735,736,5,3.0,3.0,2.0,3.0,1.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,4.0,2.0,3.0,1,21
736,737,5,3.0,3.0,4.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,2.0,4.0,4.0,2.0,3.0,2,19
737,738,4,3.0,3.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,4.0,3.0,2.0,3.0,4.0,2.0,3.0,2.0,2.0,3.0,1,18
